series_id,name,english_name,image_link,creator,genres,synopsis,favorites,members,score,media_type
190,Giji Harem,Pseudo Harem,https://cdn.myanimelist.net/images/anime/1607/143547l.jpg,"{""studio"": ""Nomad""}",Comedy|Love Status Quo|Romance|School,"Eiji Kitahama has a dream shared by many high school guys: to be popular and have a harem of girls fawning over him. Luckily for him, his new junior in the drama club, Rin Nanakura, has decided to help him realize this wish. Using her impressive acting abilities, she takes on many personalities, from teasing to calm and collected, to play characters in Eiji's simulated harem.

As her connection with Eiji deepens, Rin expands her repertoire, quickly swapping between characters while enjoying high school life together in the club. Through her acting, the real Rin Nanakura tries her best to win Eiji's heart.

[Written by MAL Rewrite]",1546,198590,7.83,anime
191,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,Ascendance of a Bookworm,https://cdn.myanimelist.net/images/anime/1582/101697l.jpg,"{""studio"": ""Ajia-do""}",Fantasy|Isekai|Reincarnation,"Urano Motosu loves books and has an endless desire to read literature, no matter the subject. She almost fulfills her dream job of becoming a librarian before her life is ended in an accident. As she draws her last breath, she wishes to be able to read more books in her next life.

As if fate was listening to her prayer, she wakes up reincarnated as Myne���a frail five-year-old girl living in a medieval era. What immediately comes to her mind is her passion. She tries to find something to read, only to become frustrated by the lack of books at her disposal.  

Without the printing press, books have to be written and copied by hand, making them very expensive; as such, only a few nobles can afford them���but this won't stop Myne. She will prove that her will to read is unbreakable, and if there are no books around, she will make them herself! 

[Written by MAL Rewrite]",3283,349531,7.97,anime
192,Isekai Ojisan,Uncle from Another World,https://cdn.myanimelist.net/images/anime/1743/125204l.jpg,"{""studio"": ""Atelier Pontdarc""}",Adult Cast|Comedy|Fantasy|Isekai|Otaku Culture|Parody,"After a fatal encounter with a truck, Takafumi Takaoka's uncle, Yousuke ""Ojisan"" Shibazaki, lies comatose for 17 years. When he finally regains consciousness, Ojisan begins to ramble in a foreign tongue and reveals that he had been transported to a magical world called Gran Bahamal. Takafumi dismisses his uncle's claims as nonsense until an incantation makes a cup of water hover in the air. In a flash of brilliance, the pair creates a YouTube channel to showcase Ojisan's magical abilities.

The responsibility now falls on Takafumi's shoulders to acquaint Ojisan with everything that has transpired during his absence, including getting him up to speed with the internet, new technology, and surprisingly, the outcome of the '90s console war���the result of which was especially distressing for a hardcore SEGA fan. With Ojisan's wisdom from his other world experiences, they grow their YouTube channel and tackle online comments and trolls. The journey of this uncle-nephew duo promises to be anything but conventional.

[Written by MAL Rewrite]",2241,406335,7.76,anime
193,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,"The 100 Girlfriends Who Really, Really, Really, Really, Really Love You",https://cdn.myanimelist.net/images/anime/1812/136764l.jpg,"{""studio"": ""Bibury Animation Studios""}",Comedy|Harem|Parody|Romance|School,"Rentarou Aijou has it all: looks, intelligence, athletic skill, and popularity with peers and mentors alike. Unfortunately, none of these qualities help Rentarou with his love life. On the day of his middle school graduation, he is once again turned down by a girl he confesses to, earning his one-hundredth rejection in a row. Down on his luck, he goes to a matchmaking shrine and wishes to finally get a girlfriend in high school.

When the god of the shrine suddenly appears before him, Rentarou is told he will meet an astronomical total of one hundred soulmates in high school. Though Rentarou initially does not take this foretelling seriously, his doubts disappear when, on the first day of school, he meets two of these soulmates���Hakari Hanazono and Karane Inda���who both confess to him. With fated encounters and love confessions galore, Rentarou's life is about to get a lot more exciting.

[Written by MAL Rewrite]",2874,300089,7.7,anime
194,Kirara Fantasia,Kirara Fantasia,https://cdn.myanimelist.net/images/anime/5/89006l.jpg,{},Fantasy,Kirara Fantasia is a mobile fantasy RPG using characters from the manga magazines under the Manga Time Kirara brand. Animated advertisements and promotions were made for the game and streamed on Aniplex's official YouTube channel.,5,3812,5.75,anime
195,Kiss x Sis (TV),nan,https://cdn.myanimelist.net/images/anime/1660/121553l.jpg,"{""studio"": ""feel.""}",Comedy|Ecchi|Harem|Romance|School,"After Keita Suminoe's mother passed away, his father promptly remarried, introducing two step-sisters into Keita's life: twins Ako and Riko. But since their fateful first encounter, a surge of incestuous love for their younger brother overcame the girls, beginning a lifelong feud for his heart.

Now at the end of his middle school career, Keita studies fervently to be able to attend Ako and Riko's high school. While doing so however, he must resolve his conflicting feelings for his siblings and either reject or succumb to his sisters' intimate advances. Fortunately���or perhaps unfortunately for Keita���his sisters aren't the only women lusting after him, and there's no telling when the allure of temptation will get the better of the boy as well.

[Written by MAL Rewrite]",1816,594850,6.56,anime
196,Kyokou Suiri,In/Spectre,https://cdn.myanimelist.net/images/anime/1310/117188l.jpg,"{""studio"": ""Brain's Base""}",Adult Cast|Mystery|Mythology|Romance|Supernatural,"Hidden in plain sight, spirits known as youkai inhabit the world. While most are benign, a certain subset threatens the tenuous peace between youkai and humanity. Ever since she agreed to become their ""God of Wisdom,"" Kotoko Iwanaga has served as a mediator between the two realms, resolving any supernatural problems that come her way.

At a local hospital, Kotoko approaches Kurou Sakuragawa, a university student whose long-term relationship ended with an unfortunate breakup. Kotoko harbors feelings for him and suspects that something supernatural lurks within his harmless appearance, so she asks Kurou for his assistance in helping out youkai.

Two years later, news of an idol who was accidentally crushed to death by steel beams flooded the press. However, months later, sightings begin to tell of a faceless woman who wields a steel beam. As is the case for any supernatural problem, Kotoko and her partner set out to stop this spirit from wreaking havoc���but this case may prove to be far more sinister and personal than they could have ever thought.

[Written by MAL Rewrite]",1436,517590,6.92,anime
197,Make Heroine ga Oosugiru!,Makeine: Too Many Losing Heroines!,https://cdn.myanimelist.net/images/anime/1332/143513l.jpg,"{""studio"": ""A-1 Pictures""}",Comedy|Romance|School,"Despite not understanding much about fleeting teen romance, first-year high school student Kazuhiko Nukumizu still wonders how he would react if his life were to be turned into a love story. Regardless, as a self-proclaimed ""background character,"" Nukumizu is satisfied continuing his life as an introvert with a negligible social life. However, he suddenly finds himself too close to the spotlight when he witnesses his popular classmate Anna Yanami be rejected by her childhood friend in the middle of a family restaurant. 

While Nukumizu wishes he could just forget what he saw and move on, Anna ends up forcefully confiding herself in Nukumizu, lamenting her status as a childhood friend fated to have her beloved stolen. As he becomes dragged into Anna's situation, Nukumizu soon gets caught up in the relationship drama of two more girls: Lemon Yakishio, an outgoing member of the track and field club; and Chika Komari, a shy member of the literature club. Now thrust out of his comfort zone, Nukumizu finds himself a major character in the lives of too many losing heroines. 

[Written by MAL Rewrite]",3193,292461,8.11,anime
198,Mikakunin de Shinkoukei,Engaged to the Unidentified,https://cdn.myanimelist.net/images/anime/10/75249l.jpg,"{""studio"": ""Doga Kobo""}",Comedy|Romance|School|Supernatural,"Just an ordinary teenager, Kobeni Yonomori receives quite the surprise on her 16th birthday���a fianc�� and a sister-in-law she never even knew she had. As a result of an arrangement that her late grandfather made, Hakuya Mitsumine and his younger sister Mashiro have moved from their countryside home to the Yonomori household in order to deepen their relationship with their new family members.

Mikakunin de Shinkoukei follows Kobeni's ""love life"" with Hakuya as she tries her best to adjust to the abrupt changes forced upon her. However, as some extraordinary secrets regarding the siblings come to light, Kobeni will find her life changed forever.

[Written by MAL Rewrite]",1241,412081,7.36,anime
199,Nisekoi,Nisekoi: False Love,https://cdn.myanimelist.net/images/anime/13/72626l.jpg,"{""studio"": ""Shaft""}",Comedy|Harem|Romance|School,"Despite having seemingly quelled the war between their respective gangs, Raku Ichijou and Chitoge Kirisaki still carry on with their fake relationship. Eventually, as Chitoge's perception of Raku slowly changes, she even begins to see him as a little charming. 

Chitoge struggles to come to terms with her newfound feelings for Raku, as a new girl joins the slew of Raku's admirers and the competition among those vying for the yakuza heir's attention grows even fiercer. And amidst all this, Raku's search for his first love and the contents of the mysterious sealed locket continues in Nisekoi:, which picks up where the first season left off.

[Written by MAL Rewrite]",1860,728967,7.34,anime
200,No Game No Life,"No Game, No Life",https://cdn.myanimelist.net/images/anime/1074/111944l.jpg,"{""studio"": ""Madhouse""}",Comedy|Ecchi|Fantasy|Isekai|Strategy Game,"Sixteen sentient races inhabit Disboard, a world overseen by Tet, the One True God. The lowest of the sixteen���Imanity���consists of humans, a race with no affinity for magic. In a place where everything is decided through simple games, humankind seems to have no way out of their predicament���but the arrival of two outsiders poses a change.

On Earth, stepsiblings Sora and Shiro are two inseparable shut-ins who dominate various online games under the username ""Blank."" While notorious on the internet, the pair believe that life is merely another dull game. However, after responding to a message from an unknown user, they are suddenly transported to Disboard. The mysterious sender turns out to be Tet, who informs them about the world's absolute rules. After Tet leaves, Sora and Shiro begin their search for more information and a place to stay, taking them to Elkia���Imanity's only remaining kingdom.

There, the duo encounters Stephanie Dola, an emotional girl vying for the kingdom's sovereignty. In desperation, she attempts to regain her father's throne, but her foolhardiness makes her goal unachievable. Inspired by the girl's motivation and passion, Sora and Shiro decide to aid Stephanie in getting Elkia back on its feet, ultimately aiming to become the new rulers of the enigmatic realm.

[Written by MAL Rewrite]",48254,2507169,8.04,anime
201,Senpai wa Otokonoko,Senpai is an Otokonoko,https://cdn.myanimelist.net/images/anime/1049/144505l.jpg,"{""studio"": ""Project No.9""}",Crossdressing|Drama|Love Polygon|Romance|School,"Much like the other students at her school, first-year student Saki Aoi finds herself captivated by the beauty of her senior on the school board, Makoto Hanaoka. While she worries that Hanaoka would be uncomfortable receiving a confession from another girl, Aoi musters up the courage to tell her anyway. However, Hanaoka's response surprises Aoi for a completely different reason���Hanaoka is actually a cross-dressing boy!

Fully expecting Aoi to be abhorred by this revelation, Hanaoka is shocked to find that she has no issues with it. Though Hanaoka rejects Aoi's request to go out with her���citing his identity and the fact that he has never fallen in love before���Aoi insists that she will become his first love. Taken aback by Aoi's determination, Hanaoka wonders if he can really fall in love with her if he cannot find it in him to truly love himself first.

[Written by MAL Rewrite]",443,82021,7.3,anime
202,Shark'd,nan,https://cdn.myanimelist.net/images/anime/1038/139632l.jpg,"{""studio"": ""Tonari Animation""}",Comedy|Fantasy|Idols (Female),"Finding her life in the Lost City of Atlantis too boring, friendly but impulsive shark girl Gura Gawr swims to shore in search of fun. However, she soon finds out that she cannot enjoy life on the surface peacefully without clothes. Luckily, the nearby Blue Axolotl Beachwear shop presents Gura with a shark-themed outfit that speaks to her inner child.

Thanks to a flier posted for a Hololive Production audition, Gura has since become the internet's most beloved VTuber. But that has never stopped her origin story from being any less lovable than her YouTube antics.

[Written by MAL Rewrite]",35,6613,7.37,anime
203,Shiro Seijo to Kuro Bokushi,Saint Cecilia and Pastor Lawrence,https://cdn.myanimelist.net/images/anime/1329/135096l.jpg,"{""studio"": ""Doga Kobo""}",Fantasy|Love Status Quo|Romance,"In a small church atop a hill, Pastor Lawrence looks after Saint Cecilia. Her presence is a beacon of hope for the villagers, as her mysterious powers protect them from the weakness of their minds and outside evils. While she appears dignified in front of the villagers, Cecilia allows her lazy side to show when alone with the pastor. Although Cecilia is the guardian of the people, Lawrence is determined to shield her from harm.

Unbeknownst to Lawrence, Cecilia harbors a huge crush on him. She accompanies him on his shopping trips and provides him with divine protection every day. Despite Lawrence remaining oblivious to her true feelings, Cecilia continues to shower him with obvious displays of affection as the bond between them grows.

[Written by MAL Rewrite]",457,95315,7.37,anime
204,Suzumiya Haruhi no Yuuutsu,The Melancholy of Haruhi Suzumiya,https://cdn.myanimelist.net/images/anime/1470/137929l.jpg,"{""studio"": ""Kyoto Animation""}",Award Winning|Comedy|Mystery|School|Sci-Fi,"If a survey were conducted to see if people believed in aliens, time travelers, or maybe espers, most would say they do not; average high school student Kyon considers himself among the non-believers. However, on his first day of school, he meets a girl who soon turns his world upside down.

During class introductions, the beautiful Haruhi Suzumiya boldly announces her boredom with ""normal"" people and her intention of meeting supernatural beings. Dumbfounded, Kyon learns of her frustration with the lack of paranormal-focused clubs at their school and unwittingly inspires her to start her own club. She creates the Spreading Fun all Over the World with Haruhi Suzumiya Brigade, otherwise known as the SOS Brigade.

Following the SOS Brigade's founding, Haruhi manages to recruit Kyon and three other members: quiet bookworm Yuki Nagato, shy upperclassman Mikuru Asahina, and perpetually positive Itsuki Koizumi. Despite their normal appearance, the new members of the SOS Brigade each carry their own secrets related to Haruhi. Caught up in the mystery surrounding the eccentric club leader, Kyon is whisked away on a series of misadventures by Haruhi and the SOS Brigade, each one bringing him closer to the truth about who and what she is.

[Written by MAL Rewrite]",15520,959501,7.82,anime
205,Tensei shitara Ken deshita,Reincarnated as a Sword,https://cdn.myanimelist.net/images/anime/1191/127909l.jpg,"{""studio"": ""C2C""}",Action|Adventure|Fantasy|Isekai|Reincarnation,"A nameless sword wakes up to discover he has been reincarnated from his former life as a human. With his power of telekinesis, he moves around this new world, acquiring several skills and abilities. When the sword comes upon a forest filled with monsters, he meets a young girl fleeing from a beast. Grabbing the sword, the girl easily defeats the monster. After introducing herself as Fran, she names the sword ""Shishou"" and officially becomes his wielder.

The two set out to become adventurers, but unfortunately for Fran, she is a member of the Black Cat Tribe���a Beastkin group with a bad reputation. No member of this tribe has ever evolved into a mightier beast, but Fran plans to be the first and achieve her parents' dream. As Shishou promises to remain her sword until she attains her goal, they form an unstoppable partnership of impressive strength.

[Written by MAL Rewrite]",1843,319125,7.5,anime
206,To LOVE-Ru,To Love Ru,https://cdn.myanimelist.net/images/anime/1292/147431l.jpg,"{""studio"": ""Xebec""}",Comedy|Ecchi|Harem|Romance|School|Sci-Fi,"Timid 16-year-old Rito Yuuki has yet to profess his love to Haruna Sairenji���a classmate and object of his infatuation since junior high. Sadly, his situation becomes even more challenging when one night, a mysterious, stark-naked girl crash-lands right on top of a bathing Rito.

To add to the confusion, Rito discovers that the girl, Lala Satalin Deviluke, is the crown princess of an alien empire and has run away from her home. Despite her position as the heiress to the most dominant power in the entire galaxy, Lala is surprisingly more than willing to marry the decidedly average Rito in order to avoid an unwanted political marriage.

To LOVE-Ru depicts Rito's daily struggles with the bizarre chaos that begins upon the arrival of Lala. With an evergrowing legion of swooning beauties that continuously foil his attempted confessions to Haruna, To LOVE-Ru  is a romantic comedy full of slapstick humor, sexy girls, and outlandishly lewd moments that defy the laws of physics.

[Written by MAL Rewrite]",4279,669785,6.97,anime
207,"Tsuma, Shougakusei ni Naru.",TsumaSho,https://cdn.myanimelist.net/images/anime/1752/145548l.jpg,"{""studio"": ""Studio Signpost""}",Comedy|Reincarnation|Romance,"The moments Keisuke Niijima shared with his wife, Takae, were the happiest in his life. After their first meeting as coworkers, the bond between them gradually became stronger. They eventually married and were blessed with a daughter named Mai soon after. However, following Takae's death, time seems to have stopped for Keisuke, resulting in his inability to build a proper relationship with his daughter.

Ten years later, the gloomy Niijima household is bound for change when a little girl knocks at the door���claiming to be Takae's reincarnation. After confirming her identity, Keisuke's world brightens once more as he revels at the thought of making new memories with his beloved family. Unfortunately, this fortuitous miracle comes with its obvious drawbacks, and one mistake will spell more tragic consequences for Keisuke and everyone else involved.

[Written by MAL Rewrite]",205,63012,7.53,anime
208,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,Classroom of the Elite,https://cdn.myanimelist.net/images/anime/5/86830l.jpg,"{""studio"": ""Lerche""}",Drama|Psychological|School|Suspense,"On the surface, Koudo Ikusei Senior High School is a utopia. The students enjoy an unparalleled amount of freedom, and it is ranked highly in Japan. However, the reality is less than ideal. Four classes, A through D, are ranked in order of merit, and only the top classes receive favorable treatment.

Kiyotaka Ayanokouji is a student of Class D, where the school dumps its worst. There he meets the unsociable Suzune Horikita, who believes she was placed in Class D by mistake and desires to climb all the way to Class A, and the seemingly amicable class idol Kikyou Kushida, whose aim is to make as many friends as possible.

While class membership is permanent, class rankings are not; students in lower ranked classes can rise in rankings if they score better than those in the top ones. Additionally, in Class D, there are no bars on what methods can be used to get ahead. In this cutthroat school, can they prevail against the odds and reach the top?

[Written by MAL Rewrite]",19696,1401561,7.84,anime
209,Zero no Tsukaima,The Familiar of Zero,https://cdn.myanimelist.net/images/anime/8/20680l.jpg,"{""studio"": ""J.C.Staff""}",Action|Adventure|Comedy|Ecchi|Fantasy|Harem|Isekai|Romance|School,"Louise Fran��oise Le Blanc de La Valli��re is a self-absorbed mage in a world of wands, cloaks, and royalty. Although she studies at Tristain Academy, a prestigious school for magicians, she has a major problem: Louise is unable to cast magic properly, earning her the nickname of ""Louise the Zero"" from her classmates.

When the first year students are required to perform a summoning ritual, Louise's summoning results in a catastrophic explosion! Everyone deems this to be yet another failure, but when the smoke clears, a boy named Saito Hiraga appears. Now Louise's familiar, Saito is treated as a slave, forced to clean her clothes and eat off the ground. But when an unfamiliar brand is found etched on Saito's hand from the summoning ritual, it is believed to be the mark of a powerful familiar named Gandalfr.

Wild, adventurous, and explosive, Zero no Tsukaima follows Saito as he comes to terms with his new life and as Louise proves that there is more to her than her nickname suggests.

[Written by MAL Rewrite]",8094,853617,7.21,anime
210,Akkun to Kanojo,My Sweet Tyrant,https://cdn.myanimelist.net/images/anime/1404/90601l.jpg,"{""studio"": ""Yumeta Company""}",Comedy|Romance|School,"Despite his incredible bashfulness, Atsuhiro ""Akkun"" Kagari has landed the girl of his dreams: the sweet and loveable Non Katagiri. However, his embarrassment for affectionate acts���from giving compliments to exchanging a kiss���causes him to act harsh and downright mean to Katagiri in their day-to-day lives. But Akkun is still very much a boy in love; he shows his admiration for Katagiri in his own way. From tailing her in order to take her picture to eavesdropping in on her conversations, he ends up stalking his own girlfriend. 

Luckily enough, Katagiri finds Akkun's actions cute and endearing, and knows he doesn't really mean any of his insults. Even if their close friend, Masago Matsuo, finds their dynamic a little odd, Katagiri loves her sweet tyrant just the way he is.

[Written by MAL Rewrite]",328,193289,6.82,anime
211,Atri: My Dear Moments,Atri -My Dear Moments-,https://cdn.myanimelist.net/images/anime/1825/143408l.jpg,"{""studio"": ""TROYCA""}",Drama|Romance|Sci-Fi,"Due to the dramatic rise of the sea levels, humanity has lost a significant part of its inhabitable lands, forcing it to rely on pre-existing technology to survive. Among the many people affected by the tragedy, Natsuki Ikaruga, a brilliant recent graduate who had lost a leg in a submarine accident, is now reduced to living a miserable life on a near-deserted island.

After Natsuki encounters a mysterious woman named Catherine, he uncovers an advanced humanoid robot that belonged to his grandmother Nonko, a renowned climatologist. Atri, the salvaged robot with the appearance and demeanor of a young girl, reveals to Natsuki that Nonko has tasked her with an important mission, but she has forgotten what it was.

Although Natsuki was initially planning to sell Atri, the opportunity to connect with his grandmother's research through Atri makes him rethink his decision. Natsuki once had to sacrifice his dream to partake in a prestigious scientific mission. But as he opens up to his fellow islanders, he discovers that he can still make a difference in a desolate world.

[Written by MAL Rewrite]",416,78477,7.2,anime
212,BanG Dream!,BanG Dream!,https://cdn.myanimelist.net/images/anime/4/82414l.jpg,"{""studio"": ""Xebec|Issen""}",CGDCT|Music|School,"When Kasumi Toyama was out camping as a child, she heard the rhythm of the ""Star Beat"" while admiring the starry night sky. This sparkling, heart-pounding sound left a lasting impression on her, and since then, she has constantly been seeking to rediscover that exciting thrill.

Now, as a newly enrolled student of Hanasakigawa Girls' High School, Kasumi is more determined than ever to find that long-lost sensation again. She attempts a myriad of school club activities, and even considers taking up a part-time job, but none of these feel suitable for her. That is, until she chances upon a star-shaped guitar in the storage room of an old pawn shop. It leads her to a live house, where she is captivated by watching a live performance for the first time. Spurred from the adrenaline, she instantly decides to form a band without even really knowing why. However, such a venture requires her to confront various hurdles with new friends she makes along the way, all in her pursuit to encounter that twinkling, heart-throbbing ardor once more.

[Written by MAL Rewrite]",872,102172,6.99,anime
213,BanG Dream! It's MyGO!!!!!,nan,https://cdn.myanimelist.net/images/anime/1891/136948l.jpg,"{""studio"": ""SANZIGEN""}",Drama|Music,"In their last year of middle school, the five band members of CRYCHIC went their separate ways after an unpleasant disbandment. Each wrestling with their own regrets, the girls enrolled in different high schools, hoping never to hear from one another again.

Meanwhile, Anon Chihaya transfers to Haneoka Girls' Academy in the middle of the school year. As most students play in a band as a hobby, Anon desires to fit in and spends her first days trying to recruit members for her own band, envisioning herself as the group's vocalist. She befriends Tomori Takamatsu, a shy girl who seems interested but hesitant about joining. As it turns out, Tomori used to be part of CRYCHIC, an experience that has scarred her deeply.

Through Tomori, Anon meets Taki Shiina and Soyo Nagasaki, both former members of the same band. Although Taki detests the idea of playing with Anon, Soyo is delighted to help her out. Now with Soyo by her side, Anon's dream of forming a band is within reach���if only she could find a few more members.

[Written by MAL Rewrite]",1013,36871,8.23,anime
214,Blue Archive the Animation,nan,https://cdn.myanimelist.net/images/anime/1739/140995l.jpg,"{""studio"": ""Yostar Pictures|Studio CANDY BOX""}",Action|Fantasy|School,"Kivotos is a federal megalopolis comprising thousands of schools and is led by the General Student Council (GSC), which acts as its governing body. Ironically, despite being an academy city, Kivotos is rife with gun violence, and all students wield firearms as part of their everyday lives.

As if the crisis in Kivotos was not enough, the GSC president is nowhere to be found. Fortunately, before her sudden disappearance, the GSC president enlisted the help of Sensei���a teacher who is most likely the only one in Kivotos���to support students in their time of need. Sensei's first course of action is to assist Abydos High School, a once prestigious academy now with merely five students in attendance. These remaining students are doing everything they can to pay their academy's crippling debt of almost one billion yen.

[Written by MAL Rewrite]",1118,70351,7.02,anime
215,Girls Band Cry,nan,https://cdn.myanimelist.net/images/anime/1711/140515l.jpg,"{""studio"": ""Toei Animation""}",Drama|Music,"Everyone yearns to find their true purpose in life. This is also true for Nina Iseri, a 17-year-old girl looking to enroll in a good university, but the world always seems to work against her. On her very first day in Tokyo, she gets lost, ignored, and locked out of her new apartment. However, an unexpected opportunity arises when Nina meets Momoka Kawaragi, one of her favorite guitarists.

After Nina joins Momoka for a street performance, Momoka decides they should start a band together. While Nina initially hesitates, her determination grows as they start acquiring more bandmates���the beautiful drummer Subaru Awa, the aloof keyboardist Tomo Ebizuka, and the intelligent bassist Rupa. The five girls face challenges both in the music industry and within themselves, but their shared passion for music never lets them give up on their dreams.

[Written by MAL Rewrite]",2770,120418,8.37,anime
216,Jantama Pong,Mahjong Soul Pon,https://cdn.myanimelist.net/images/anime/1080/124640l.jpg,"{""studio"": ""Scooter Films""}",Comedy,Based on characters from the free to play online mahjong game; Mahjong Soul; Janatama Pong is chibi comedy following the lives and random strange occurences that befall the inhabitants of the mahjong soul shrine.,18,9329,6.08,anime
217,Kono Bijutsu-bu ni wa Mondai ga Aru!,This Art Club Has a Problem!,https://cdn.myanimelist.net/images/anime/3/80688l.jpg,"{""studio"": ""feel.""}",Comedy|Romance|School|Visual Arts,"Mizuki Usami is a passionate member of her school's art club, but the club has a problem���Usami is the only member who takes her craft seriously! The lazy club president constantly sleeps through activities and Collette has not regularly attended club activities in quite some time. Subaru Uchimaki, despite being an exceptional artist who could win an award if he tried, is obsessed with drawing the perfect 2D wife.

As Usami struggles to do art club-like activities, she is often obstructed by her motley crew of good-for-nothings and her distracting crush on Subaru.

[Written by MAL Rewrite]",817,320412,7.16,anime
218,Kuma Kuma Kuma Bear,nan,https://cdn.myanimelist.net/images/anime/1132/134608l.jpg,"{""studio"": ""EMT Squared""}",Adventure|Comedy|Fantasy|Isekai,"Ever since moving to an in-game world after countless hours of VRMMO grinding, Yuna now calls Crimonia���the city where she started���home. While maintaining her reputation as a renowned adventurer, she continues to manage her businesses; but most importantly, Yuna spends time with the people she has grown to love. Nevertheless, this world has a lot more to offer the carefree adventurer. It is up to Yuna to discover these wonders, and perhaps help more people in need as she encounters their various plights.

[Written by MAL Rewrite]",444,90845,7.28,anime
219,Kyoukai no Kanata,Beyond the Boundary,https://cdn.myanimelist.net/images/anime/3/85468l.jpg,"{""studio"": ""Kyoto Animation""}",Action|School|Supernatural,"Mirai Kuriyama is the sole survivor of a clan of Spirit World warriors with the power to employ their blood as weapons. As such, Mirai is tasked with hunting down and killing ""youmu""���creatures said to be the manifestation of negative human emotions. One day, while deep in thought on the school roof, Mirai comes across Akihito Kanbara, a rare half-breed of youmu in human form. In a panicked state, she plunges her blood saber into him only to realize that he's an immortal being. From then on, the two form an impromptu friendship that revolves around Mirai constantly trying to kill Akihito, in an effort to boost her own wavering confidence as a Spirit World warrior. Eventually, Akihito also manages to convince her to join the Literary Club, which houses two other powerful Spirit World warriors, Hiroomi and Mitsuki Nase.

As the group's bond strengthens, however, so does the tenacity of the youmu around them. Their misadventures will soon turn into a fight for survival as the inevitable release of the most powerful youmu, Beyond the Boundary, approaches.

[Written by MAL Rewrite]",12171,1220949,7.72,anime
220,Nyanko Days,Nyanko Days,https://cdn.myanimelist.net/images/anime/10/83933l.jpg,"{""studio"": ""EMT Squared""}",CGDCT|Pets|Slice of Life,"Average high school student Yuuko Konagai tends to be rather shy and socially awkward. Due to this, besides earning rather mediocre grades, she barely has friends inside her class. However, after a monotonous day at school, she returns to her long-awaited haven���home with her cats Maa, Shi, and Ro! With their unique personalities, the three possess bodies similar to those of humans, retaining the ability to speak and communicate. Every day, the adorable bunch awaits their owner's return to shower her with much-needed companionship.

Nyanko Days highlights the life of Yuuko and her cats as they brighten up each moment and make new friends in the passing days.

[Written by MAL Rewrite]",166,77732,6.63,anime
221,Prima Doll,Prima Doll,https://cdn.myanimelist.net/images/anime/1553/124311l.jpg,"{""studio"": ""Bibury Animation Studios""}",Sci-Fi|Slice of Life,"Black Cat Cafe is located in the fifth ward of the Imperial Capital. Having lost their purpose after the war ended a few years prior, advanced mechanical dolls known as Automata have been restored and now work at the cafe wearing elegant kimonos. While they adjust to the peaceful world, events of the past continue to haunt the Automata, preventing them from letting go of the responsibility they once held.

Among the Automata working at Black Cat Cafe is the recently restored Haizakura, who has lost her memories during a reset. Her identity and role in this unfamiliar world are a mystery to her, but one thing is certain���she loves to sing. With never-ending curiosity and beautiful songs to guide them, Haizakura and the Automata search for their new purpose together, supporting each other no matter how rigorous that endeavor might be.

[Written by MAL Rewrite]",198,37785,7.08,anime
222,Puniru wa Kawaii Slime,Puniru is a Kawaii Slime,https://cdn.myanimelist.net/images/anime/1681/145175l.jpg,"{""studio"": ""TOHO animation STUDIO""}",Comedy|Gag Humor|School,"This is the story of Puniru the slime and Kotarou, a middle school student, until they cease being friends...

Kotarou Kawaii is a second-year middle school boy. When he was in elementary school, a slime he created came to life, and for the past seven years, he has been spending time with the slime named Puniru as his ""friend."" However, there is one problem for Kotarou...

Over the seven years, both have grown significantly, and Puniru has transformed into an incredibly beautiful girl!

Besides her beautiful appearance, Puniru freely transforms into various cute forms as a slime, causing Kotarou to be both excited and bewildered by her carefree behavior every time.

Will Puniru and Kotarou be able to continue spending time together as ""friends"" despite these challenging days ahead?

(Source: Official website)",48,13334,6.91,anime
223,Ryuuou no Oshigoto!,The Ryuo's Work is Never Done!,https://cdn.myanimelist.net/images/anime/12/89979l.jpg,"{""studio"": ""Project No.9""}",Comedy|Strategy Game,"Shogi, a Japanese game similar to chess, is one of the most popular board games in the country, played by everyone from children to the elderly. Some players are talented enough to take the game to a professional level. The title of Ryuuou, meaning ""the dragon king,"" is only awarded to the person who reaches the pinnacle of competitive shogi.

Yaichi Kuzuryuu has just become the youngest Ryuuou after winning the grand championship. However, the shogi community is unwelcoming to his victory, some even calling him the worst Ryuuou in history. Moreover, he forgets about the agreement he made with Ai Hinatsuru, a little girl he promised to coach if he won. After she shows up at his doorstep, he reluctantly agrees to uphold his promise and makes Ai his disciple.

Together, they aim to improve and exceed the limits of their shogi prowess: Ai, to unlock her hidden talents; Yaichi, to prove to the world that he deserves his accomplishments.

[Written by MAL Rewrite]",356,204811,6.82,anime
